,L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,IC50Dark(M*10^-6),IC50Dark_standard_error(M*10^-6),IC50Light(M*10^-6),IC50Light_standard_error(M*10^-6),Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,Comments
4345,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir9,17.56,0.09,,,,,,A549cisR,48.0,10.1039/d3dt03700b,2024,
4346,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir10,19.24,0.24,,,,,,A549cisR,48.0,10.1039/d3dt03700b,2024,
4347,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir11,17.65,0.07,,,,,,A549cisR,48.0,10.1039/d3dt03700b,2024,
4348,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir12,19.25,0.09,,,,,,A549cisR,48.0,10.1039/d3dt03700b,2024,
4349,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir1,11.36,0.17,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4350,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir2,10.87,0.27,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4351,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir3,11.84,0.3,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4352,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir4,10.16,0.13,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4353,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir5,11.27,0.03,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4354,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir6,10.26,0.18,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4355,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir7,11.45,0.09,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4356,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir8,10.96,0.18,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4357,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir9,9.98,0.03,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4358,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir10,13.24,0.09,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4359,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir11,10.24,0.16,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4360,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir12,11.36,0.28,,,,,,HeLa,48.0,10.1039/d3dt03700b,2024,
4361,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir1,17.14,0.07,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4362,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir2,16.73,0.24,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4363,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir3,16.05,0.17,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4364,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir4,15.69,0.22,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4365,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir5,14.29,0.27,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4366,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir6,15.28,0.19,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4367,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir7,18.31,0.13,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4368,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir8,18.26,0.11,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4369,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir9,17.48,0.18,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4370,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir10,19.21,0.2,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4371,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir11,16.68,0.33,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4372,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir12,18.51,0.17,,,,,,HepG2,48.0,10.1039/d3dt03700b,2024,
4373,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir1,28.74,0.09,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4374,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir2,28.09,0.14,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4375,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir3,26.69,0.21,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4376,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir4,25.42,0.16,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4377,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,FC(F)(F)c1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir5,25.04,0.21,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4378,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2[NH-])cc1,,,Ir6,23.26,0.14,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4379,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir7,29.62,0.36,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4380,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir8,28.47,0.22,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4381,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir9,25.44,0.17,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4382,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,Cc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir10,28.15,0.14,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4383,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir11,25.18,0.24,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4384,COc1c[c-]c(-c2ccccn2)cc1,COc1c[c-]c(-c2ccccn2)cc1,COc1ccc(/N=C/c2ccccc2N)cc1,,F[P-](F)(F)(F)(F)F,Ir12,26.18,0.23,,,,,,BEAS-2B,48.0,10.1039/d3dt03700b,2024,
4385,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,IrL,83.8,,2.0,,390,30.0,450.0,4T1,48.0,10.1039/d4dt01345j,2024,The standart error value is not specified in the source article
4386,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,IrL,76.1,,0.6,,390,30.0,450.0,EMT6,48.0,10.1039/d4dt01345j,2024,The standart error value is not specified in the source article
4387,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5a,>100,,8.2,1.3,,30.0,,BEL-7402,48.0,10.1039/d4dt01677g,2024,
4388,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5b,>100,,5.2,1.3,,30.0,,BEL-7402,48.0,10.1039/d4dt01677g,2024,
4389,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5c,>100,,1.7,0.1,,30.0,,BEL-7402,48.0,10.1039/d4dt01677g,2024,
4390,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5a,>100,,0.58,0.1,,30.0,,A549,48.0,10.1039/d4dt01677g,2024,
4391,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5b,>100,,0.42,0.1,,30.0,,A549,48.0,10.1039/d4dt01677g,2024,
4392,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5c,>100,,0.31,0.1,,30.0,,A549,48.0,10.1039/d4dt01677g,2024,
4393,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5a,>100,,1.6,0.9,,30.0,,NIH-3T3,48.0,10.1039/d4dt01677g,2024,
4394,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5b,>100,,2.5,0.6,,30.0,,NIH-3T3,48.0,10.1039/d4dt01677g,2024,
4395,[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1cnc2c(c1)c1nc(-c3ccc4c(c3)OCCO4)[nH]c1c1cccnc12,,F[P-](F)(F)(F)(F)F,5c,>100,,6.5,0.9,,30.0,,NIH-3T3,48.0,10.1039/d4dt01677g,2024,
4396,Cc1c(C)c(C)[c-](C)c1C,c1cc2ccc3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)c4ccc(c1)c2c34,[Cl-],,F[P-](F)(F)(F)(F)F,[IrL],23.12,0.73,3.70,0.42,>500,240.0,40.0,MDA-MB-231,48.0,10.1039/d3dt01667f,2023,The wavelength of irradiation is not specified in the source article
4397,Cc1c(C)c(C)[c-](C)c1C,c1cc2ccc3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)c4ccc(c1)c2c34,[Cl-],,F[P-](F)(F)(F)(F)F,[IrL],102.22,0.77,95.70,0.47,>500,240.0,40.0,HEK293,48.0,10.1039/d3dt01667f,2023,The wavelength of irradiation is not specified in the source article
4398,Cc1c(C)c(C)[c-](C)c1C,c1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,18.81,1.09,,,,,,MCF-7,24.0,10.1039/d3bm01027a,2023,
4399,Cc1c(C)c(C)[c-](C)c1C,Cc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,23.62,1.12,,,,,,MCF-7,24.0,10.1039/d3bm01027a,2023,
4400,Cc1c(C)c(C)[c-](C)c1C,Fc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,3,32.23,1.05,,,,,,MCF-7,24.0,10.1039/d3bm01027a,2023,
4401,Cc1c(C)c(C)[c-](C)c1C,Clc1ccccc1SCCn1cccn1,[Cl-],,F[P-](F)(F)(F)(F)F,4,27.10,1.06,,,,,,MCF-7,24.0,10.1039/d3bm01027a,2023,
4402,Cc1c(C)c(C)[c-](C)c1C,c1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,23.95,1.09,,,,,,MDA-MB-231,24.0,10.1039/d3bm01027a,2023,
4403,Cc1c(C)c(C)[c-](C)c1C,Cc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,34.61,1.1,,,,,,MDA-MB-231,24.0,10.1039/d3bm01027a,2023,
4404,Cc1c(C)c(C)[c-](C)c1C,Fc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,3,34.92,1.06,,,,,,MDA-MB-231,24.0,10.1039/d3bm01027a,2023,
4405,Cc1c(C)c(C)[c-](C)c1C,Clc1ccccc1SCCn1cccn1,[Cl-],,F[P-](F)(F)(F)(F)F,4,31.37,1.13,,,,,,MDA-MB-231,24.0,10.1039/d3bm01027a,2023,
4406,Cc1c(C)c(C)[c-](C)c1C,c1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,36.87,0.63,,,,,,BEAS-2B,24.0,10.1039/d3bm01027a,2023,
4407,Cc1c(C)c(C)[c-](C)c1C,Cc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,48.51,1.05,,,,,,BEAS-2B,24.0,10.1039/d3bm01027a,2023,
4408,Cc1c(C)c(C)[c-](C)c1C,Fc1ccc(SCCn2cccn2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,3,52.53,0.89,,,,,,BEAS-2B,24.0,10.1039/d3bm01027a,2023,
4409,Cc1c(C)c(C)[c-](C)c1C,Clc1ccccc1SCCn1cccn1,[Cl-],,F[P-](F)(F)(F)(F)F,4,42.01,1.22,,,,,,BEAS-2B,24.0,10.1039/d3bm01027a,2023,
4410,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-ppy-Tz,11.1,,0.096,,405,5.0,200.0,A549,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4411,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-ppy-Tz,7.0,,0.1195,,405,5.0,200.0,HeLa,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4412,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-ppy-Tz,11.7,,0.1001,,405,5.0,200.0,MDA-MB-231,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4413,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-ppy-Tz,20.5,,0.4134,,405,5.0,200.0,HLF,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4414,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-pbt-Tz,8.4,,0.024,,405,5.0,200.0,A549,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4415,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-pbt-Tz,6.4,,0.0425,,405,5.0,200.0,HeLa,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4416,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-pbt-Tz,8.1,,0.0517,,405,5.0,200.0,MDA-MB-231,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4417,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-pbt-Tz,16.6,,0.01374,,405,5.0,200.0,HLF,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4418,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-dfppy-Tz,10.8,,0.0583,,405,5.0,200.0,A549,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4419,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-dfppy-Tz,7.9,,0.0841,,405,5.0,200.0,HeLa,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4420,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-dfppy-Tz,7.3,,0.0899,,405,5.0,200.0,MDA-MB-231,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4421,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,Cc1nnc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccccc3)cc2)nn1,,[Cl-],Ir-dfppy-Tz,16.3,,0.3097,,405,5.0,200.0,HLF,48.0,10.1039/d4dt01665c,2024,The standart error value is not specified in the source article
4422,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc(-c2ccccn2)nc1,,[Cl-],IrL1,1.9,0.2,0.31,0.1,460,60.0,67.0,A549,48.0,10.1039/d4dt00390j,2024,
4423,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)ccc1cccnc12,,[Cl-],IrL2,0.48,0.07,0.046,0.01,460,60.0,67.0,A549,48.0,10.1039/d4dt00390j,2024,
4424,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)c1nccnc1c1cccnc12,,[Cl-],IrL3,0.28,0.01,0.037,0.01,460,60.0,67.0,A549,48.0,10.1039/d4dt00390j,2024,
4425,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,[Cl-],IrL4,2.5,0.3,1.3,0.1,460,60.0,67.0,A549,48.0,10.1039/d4dt00390j,2024,
4426,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,,[Cl-],IrL5,18,2.0,0.97,0.04,460,60.0,67.0,A549,48.0,10.1039/d4dt00390j,2024,
4427,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc(-c2ccccn2)nc1,,[Cl-],IrL1,9.4,1.0,0.96,0.09,460,60.0,67.0,HeLa,48.0,10.1039/d4dt00390j,2024,
4428,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)ccc1cccnc12,,[Cl-],IrL2,5.6,0.9,0.33,0.09,460,60.0,67.0,HeLa,48.0,10.1039/d4dt00390j,2024,
4429,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)c1nccnc1c1cccnc12,,[Cl-],IrL3,0.81,0.1,0.16,0.04,460,60.0,67.0,HeLa,48.0,10.1039/d4dt00390j,2024,
4430,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,[Cl-],IrL4,3.6,0.7,2.4,0.05,460,60.0,67.0,HeLa,48.0,10.1039/d4dt00390j,2024,
4431,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,,[Cl-],IrL5,15,3.0,1.01,0.05,460,60.0,67.0,HeLa,48.0,10.1039/d4dt00390j,2024,
4432,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc(-c2ccccn2)nc1,,[Cl-],IrL1,3.9,0.2,1.3,0.04,460,60.0,67.0,PC-3,48.0,10.1039/d4dt00390j,2024,
4433,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)ccc1cccnc12,,[Cl-],IrL2,1.7,0.3,0.25,0.03,460,60.0,67.0,PC-3,48.0,10.1039/d4dt00390j,2024,
4434,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)c1nccnc1c1cccnc12,,[Cl-],IrL3,0.51,0.1,0.16,0.04,460,60.0,67.0,PC-3,48.0,10.1039/d4dt00390j,2024,
4435,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,[Cl-],IrL4,2.9,0.1,2.2,0.08,460,60.0,67.0,PC-3,48.0,10.1039/d4dt00390j,2024,
4436,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,,[Cl-],IrL5,28,2.0,0.74,0.06,460,60.0,67.0,PC-3,48.0,10.1039/d4dt00390j,2024,
4437,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1ccc(-c2ccccn2)nc1,,[Cl-],IrL1,7.6,0.2,0.92,0.1,460,60.0,67.0,MRC-5,48.0,10.1039/d4dt00390j,2024,
4438,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,[c-]1ccccc1-c1nccc2c1[nH]c1ccccc12,c1cnc2c(c1)ccc1cccnc12,,[Cl-],IrL2,7.6,0.9,0.39,0.04,460,60.0,67.0,MRC-5,48.0,10.1039/d4dt00390j,2024,
